classname , numberOfVersionsUntil, numberOfFixesUntil, numberOfRefactoringsUntil, numberOfAuthorsUntil, linesAddedUntil, maxLinesAddedUntil, avgLinesAddedUntil, linesRemovedUntil, maxLinesRemovedUntil, avgLinesRemovedUntil, codeChurnUntil:, maxCodeChurnUntil, avgCodeChurnUntil, ageWithRespectTo, weightedAgeWithRespectTo, bugs , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , 
org::eclipse::mylyn::internal::jira::core::model::WebServerInfo ,5,0,0,2,23,10,4.6,10,8,2,13,10,2.6,78.2857,20.3043,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataExportWizard ,33,0,2,3,191,73,5.78788,454,181,13.7576,-263,5,-7.9697,139.571,100.941,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorAttributePart ,33,0,0,3,362,132,10.9697,335,162,10.1515,27,26,0.818182,61.2857,11.1038,1,1,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracTicket ,16,0,0,2,31,6,1.9375,31,6,1.9375,0,3,0,133,68.5899,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::dev::properties::TaskRepositoryPropertiesSource ,5,0,0,2,16,9,3.2,21,18,4.2,-5,4,-1,70.7143,20.4375,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupTokenScanner ,10,0,1,2,140,65,14,70,50,7,70,43,7,32.7143,8.90816,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::ClearOutgoingAction ,30,0,0,3,201,78,6.7,183,78,6.1,18,78,0.6,96.8571,27.8173,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::SecurityLevel ,6,0,0,2,21,7,3.5,2,1,0.333333,19,7,3.16667,65.5714,37.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStateWriter ,8,0,0,2,137,91,17.125,41,35,5.125,96,91,12,47.1429,9.40563,0,0,0,0,0, 
org::eclipse::mylyn::monitor::ui::AbstractCommandMonitor ,15,0,3,2,37,6,2.46667,29,4,1.93333,8,3,0.533333,110.429,43.6332,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::help::HelpContent ,6,1,0,2,87,56,14.5,27,11,4.5,60,49,10,32.7143,10.6601,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryConnectorPage ,4,0,0,2,10,4,2.5,9,8,2.25,1,3,0.25,44.5714,25.2,4,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListContentProvider ,4,0,0,2,10,5,2.5,6,4,1.5,4,4,1,83.5714,35.2429,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonFonts ,7,0,0,2,47,17,6.71429,7,3,1,40,17,5.71429,45.8571,21.9787,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::properties::ProjectTeamPage ,9,0,0,3,53,32,5.88889,45,20,5,8,17,0.888889,71.7143,55.9218,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::TaskErrorReporter ,17,0,0,2,200,128,11.7647,339,124,19.9412,-139,9,-8.17647,47.5714,6.42714,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageFileSelectionWizardPage ,18,0,1,2,226,181,12.5556,242,181,13.4444,-16,181,-0.888889,98.5714,7.3957,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::InvalidTicketException ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeTasksJob ,45,0,0,3,517,112,11.4889,403,101,8.95556,114,92,2.53333,49.1429,7.18127,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::HighlightingHyperlinkTextPresentationManager ,1,0,0,1,0,0,0,0,0,0,0,0,0,22.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::ResolutionFilter ,6,0,0,1,13,5,2.16667,13,5,2.16667,0,4,0,110.714,49.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::OfflineFileStorage ,21,0,1,3,99,32,4.71429,83,28,3.95238,16,6,0.761905,91.1429,17.2872,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::CommentValidationRule ,2,0,0,1,2,2,1,2,2,1,0,0,0,23,3.14286,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupEditorActionBarContributor ,2,0,0,1,3,3,1.5,4,4,2,-1,0,-0.5,32.7143,1.71429,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::TypeHistoryManager ,16,0,1,2,133,84,8.3125,69,28,4.3125,64,69,4,92.4286,13.6864,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::editors::AttributeEditorToolkit ,17,0,0,2,178,46,10.4706,271,129,15.9412,-93,19,-5.47059,45.8571,10.8772,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::TableCellAttributes ,5,1,0,2,21,15,4.2,4,2,0.8,17,13,3.4,32.7143,9.31973,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::validation::MarkupValidator ,10,2,0,2,25,11,2.5,63,31,6.3,-38,3,-3.8,32.7143,8.17143,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::UiUtil ,21,0,1,2,96,22,4.57143,166,43,7.90476,-70,19,-3.33333,139.714,61.2232,2,2,0,0,0, 
org::eclipse::mylyn::java::tests::search::ActiveSearchNotifier ,28,2,3,2,107,26,3.82143,105,23,3.75,2,4,0.0714286,172,56.4045,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaNoTypeProposalComputer ,5,0,0,1,16,8,3.2,10,5,2,6,6,1.2,92.5714,42.8393,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::operations::MoveSectionsCommand ,1,0,0,1,0,0,0,0,0,0,0,0,0,7.71429,0,1,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::InteractionEventObfuscator ,11,0,0,2,18,4,1.63636,15,4,1.36364,3,3,0.272727,90.7143,40.619,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::Util ,18,0,0,3,73,20,4.05556,55,9,3.05556,18,17,1,140.857,80.2935,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::Textile ,3,0,0,2,54,37,18,47,30,15.6667,7,7,2.33333,32.7143,5.22222,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::algorithms::GridLayoutAlgorithm ,6,1,1,3,26,8,4.33333,7,4,1.16667,19,7,3.16667,184.857,27.0879,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::TracTaskMapper ,7,0,0,2,191,91,27.2857,96,93,13.7143,95,50,13.5714,38.2857,1.82872,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::widgets::Graph ,35,2,1,1,935,336,26.7143,583,207,16.6571,352,313,10.0571,103.714,13.9261,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::HeadingBlock ,4,0,0,2,8,5,2,7,4,1.75,1,1,0.25,32.7143,5.85714,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::history::TaskHistory ,11,0,0,3,135,118,12.2727,132,118,12,3,118,0.272727,109,9.08466,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceFileHyperlink ,3,0,0,1,23,13,7.66667,11,9,3.66667,12,8,4,47.5714,27.0621,0,0,0,0,0, 
org::eclipse::mylyn::internal::pde::ui::junit::TaskContextPdeJUnitLaunchConfiguration ,15,1,0,2,39,7,2.6,24,5,1.6,15,5,1,91.5714,44.0696,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::wizards::ContextAttachWizardPage ,11,0,0,2,26,7,2.36364,40,17,3.63636,-14,3,-1.27273,50.2857,23.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::reports::ui::actions::FocusedUiUserAnalysisAction ,12,0,1,2,24,4,2,18,4,1.5,6,3,0.5,92.5714,32.8988,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::data::TaskRelation ,6,0,0,2,59,24,9.83333,3,1,0.5,56,24,9.33333,44.7143,7.60291,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::UpdateRepositoryConfigurationAction ,7,0,0,2,25,7,3.57143,11,5,1.57143,14,5,2,47.1429,18.8,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::TracWebClient ,11,1,0,2,99,68,9,98,68,8.90909,1,4,0.0909091,39.5714,20.9192,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::OpenWithBrowserAction ,28,0,0,3,60,7,2.14286,62,7,2.21429,-2,3,-0.0714286,139.571,60.7881,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::DateAttributeEditor ,28,1,0,3,188,58,6.71429,125,47,4.46429,63,13,2.25,62.8571,23.386,2,1,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingStrategy ,3,0,0,2,7,5,2.33333,7,6,2.33333,0,1,0,32.7143,4.08163,0,0,0,0,0, 
org::eclipse::mylyn::zest::tests::swt::GraphSnippet4 ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,80.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaConnectorUi ,42,0,1,3,442,165,10.5238,326,65,7.7619,116,111,2.7619,133.571,73.1603,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteCustomFieldValue ,9,0,0,2,195,168,21.6667,214,187,23.7778,-19,7,-2.11111,110.714,24.4513,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssClient ,9,1,0,2,95,56,10.5556,86,50,9.55556,9,6,1,54,17.9504,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryLocation ,17,2,0,3,75,24,4.41176,99,54,5.82353,-24,23,-1.41176,72.5714,33.9124,0,0,0,0,0, 
org::xplanner::soap::TaskData ,6,0,0,2,471,467,78.5,518,514,86.3333,-47,0,-7.83333,93.7143,39.1131,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::ViewUsageCollector ,7,0,1,2,38,15,5.42857,23,10,3.28571,15,12,2.14286,109.857,47.921,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::TrustAllTrustManager ,2,0,0,1,5,5,2.5,2,2,1,3,3,1.5,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::search::XmlActiveSearchUpdater ,8,0,1,2,23,8,2.875,21,8,2.625,2,4,0.25,92.4286,36.5155,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitTabGroup ,5,0,0,1,9,5,1.8,13,6,2.6,-4,3,-0.8,92.5714,37.7778,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataManager ,50,3,0,3,796,133,15.92,611,206,12.22,185,74,3.7,46.5714,3.49444,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::wizards::JiraProjectPage ,38,0,1,3,490,157,12.8947,338,104,8.89474,152,157,4,108.286,44.7297,2,2,0,0,1, 
org::eclipse::mylyn::internal::java::ui::actions::ToggleActiveFoldingAction ,26,0,2,2,110,54,4.23077,100,43,3.84615,10,11,0.384615,163.857,37.9013,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::highlighters::HighlighterList ,3,0,0,2,7,6,2.33333,2,1,0.666667,5,5,1.66667,43.5714,19.5102,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonTextSupport ,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::NamedFilter ,8,0,0,2,11,5,1.375,9,4,1.125,2,4,0.25,110.714,59.3766,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssPartitionScanner ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::TemplateReplacementToken ,3,0,0,2,21,11,7,20,11,6.66667,1,1,0.333333,32.7143,7.55102,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::wizards::Messages ,3,0,0,1,47,47,15.6667,47,47,15.6667,0,47,0,14.7143,0.714286,1,0,0,0,0, 
org::eclipse::mylyn::internal::context::core::InteractionContextElement ,12,0,0,2,41,9,3.41667,25,6,2.08333,16,8,1.33333,94.2857,49.6446,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::CreateQueryFromSearchAction ,20,0,0,2,47,6,2.35,37,5,1.85,10,4,0.5,90.1429,47.3647,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::TaskContextWorkingSetPage ,12,0,0,2,31,11,2.58333,30,11,2.5,1,3,0.0833333,92.5714,44.7235,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::AbstractRepositoryConnectorUi ,86,1,4,3,697,68,8.10465,406,55,4.72093,291,66,3.38372,133.571,52.1041,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::html::HTML2TextReader ,3,0,0,2,2,2,0.666667,1,1,0.333333,1,1,0.333333,118.714,7.14286,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::TaskRepositoryLocationFactory ,4,0,0,3,9,4,2.25,3,1,0.75,6,3,1.5,72.5714,39.381,0,0,0,0,0, 
org::eclipse::mylyn::examples::monitor::study::QuestionnaireWizardPage ,15,0,4,2,32,6,2.13333,31,4,2.06667,1,5,0.0666667,109.857,34,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageStatsEditorInput ,12,0,1,2,17,4,1.41667,42,25,3.5,-25,2,-2.08333,109.857,45.5042,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::TracProxyAuthenticationException ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::CommandUsageCollector ,8,0,1,2,19,7,2.375,13,5,1.625,6,5,0.75,109.857,53.3383,0,0,0,0,0, 
upload::MylarUsageUploadServlet ,4,0,0,1,13,7,3.25,2,1,0.5,11,7,2.75,103.714,39.5385,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::reconciler::MarkupMonoReconciler ,2,0,0,1,3,3,1.5,4,4,2,-1,0,-0.5,32.7143,1.71429,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskCategory ,14,0,0,3,57,17,4.07143,32,5,2.28571,25,17,1.78571,90.4286,41.5739,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskListNotificationManager ,36,0,0,3,282,60,7.83333,291,75,8.08333,-9,34,-0.25,139.571,70.1413,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::twiki::core::token::WikiWordReplacementToken ,3,0,0,1,5,4,1.66667,5,4,1.66667,0,0,0,23.8571,5.02857,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::ui::commands::AbstractMarkupResourceHandler ,8,2,0,2,64,35,8,45,27,5.625,19,9,2.375,32.7143,6.95089,2,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaCustomQueryDialog ,7,0,1,3,23,6,3.28571,14,4,2,9,5,1.28571,164,99.5466,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::wizards::JiraFilterDefinitionPage ,8,0,0,2,215,133,26.875,155,81,19.375,60,52,7.5,44.5714,33.7694,1,0,0,0,1, 
org::eclipse::mylyn::internal::resources::ui::ResourceInterestUpdater ,16,0,1,2,52,7,3.25,42,6,2.625,10,4,0.625,92.4286,45.7005,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryUtils ,2,1,0,1,36,36,18,16,16,8,20,20,10,6.42857,2.71429,2,2,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportBugOrEnhancementWizard ,9,0,0,2,68,27,7.55556,32,12,3.55556,36,15,4,42.8571,6.2584,1,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::algorithms::HorizontalShift ,5,1,0,1,32,24,6.4,11,5,2.2,21,19,4.2,121.714,13.7723,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::ui::KeybindingCommandMonitor ,6,0,0,2,7,4,1.16667,8,4,1.33333,-1,3,-0.166667,90.7143,58.6531,0,0,0,0,0, 
org::eclipse::mylyn::monitor::ui::AbstractUserActivityMonitor ,17,2,1,3,109,37,6.41176,79,37,4.64706,30,37,1.76471,101.857,32.5374,0,0,0,0,0, 
org::eclipse::mylyn::commons::core::CoreUtil ,6,0,0,2,21,9,3.5,7,4,1.16667,14,8,2.33333,46,19.068,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskDetailLabelProvider ,10,0,0,3,24,6,2.4,18,5,1.8,6,3,0.6,72.5714,30.6488,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::TracPermissionDeniedException ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::editors::ScalableInterestFilter ,8,0,0,1,30,15,3.75,20,5,2.5,10,14,1.25,108.571,19.2333,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::viewers::internal::GraphModelEntityFactory ,5,0,1,1,29,12,5.8,29,12,5.8,0,0,0,103.714,4.53695,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::EditXPlannerQueryWizard ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::core::service::soap::SoapXPlannerService ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::HeadingAttributes ,3,1,0,2,2,1,0.666667,1,1,0.333333,1,1,0.333333,26.5714,17.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::BulletDrawingStrategy ,6,1,0,2,34,11,5.66667,14,12,2.33333,20,10,3.33333,32.7143,16.4076,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskCompletionFilter ,22,0,0,3,74,18,3.36364,69,18,3.13636,5,17,0.227273,139.571,74.7008,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskUrlHyperlinkDetector ,9,0,0,2,79,36,8.77778,23,10,2.55556,56,31,6.22222,90.4286,55.4792,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditor ,6,0,1,1,12,5,2,135,124,22.5,-123,0,-20.5,164,7.95238,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::JavaUiUtil ,30,0,3,2,303,90,10.1,258,107,8.6,45,42,1.5,164,101.405,1,1,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::Priority ,12,0,0,2,26,7,2.16667,62,26,5.16667,-36,7,-3,110.714,58.7198,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingOutlineParser ,6,1,0,2,11,7,1.83333,11,8,1.83333,0,1,0,32.7143,7.36364,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::views::ContextContentProvider ,2,0,0,2,0,0,0,2,2,1,-2,0,-1,21.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::monitor::usage::AbstractStudyBackgroundPage ,5,0,0,2,8,5,1.6,7,4,1.4,1,4,0.2,90.7143,50.4643,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracTicketAttribute ,7,0,0,2,10,4,1.42857,7,2,1,3,3,0.428571,133,89.8857,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::DocumentBuilder ,3,0,0,2,103,103,34.3333,134,100,44.6667,-31,3,-10.3333,32.7143,1.71429,1,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::ResourceHyperlinkExtensions ,4,0,0,2,7,4,1.75,7,5,1.75,0,3,0,34.1429,6.08163,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ListBlock ,3,0,0,2,20,13,6.66667,19,12,6.33333,1,1,0.333333,32.7143,5.61429,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::BreakpointsInterestFilter ,4,0,0,1,13,6,3.25,12,10,3,1,3,0.25,43,6.73626,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPage ,27,2,0,4,423,168,15.6667,94,22,3.48148,329,166,12.1852,42,23.9618,1,0,0,0,1, 
org::eclipse::mylyn::internal::bugzilla::core::history::ResolutionEvent ,11,0,0,3,58,41,5.27273,57,41,5.18182,1,41,0.0909091,109,17.5443,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::AbstractReportFactory ,49,1,2,3,523,142,10.6735,522,95,10.6531,1,47,0.0204082,146.857,32.4947,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizationSession ,5,0,0,2,69,53,13.8,45,43,9,24,11,4.8,41.7143,2.10973,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextUiBridge ,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskHistoryHandler ,20,0,0,3,91,41,4.55,32,5,1.6,59,36,2.95,90,37.0958,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::action::UpdateAttachmentJob ,5,0,0,2,70,36,14,54,23,10.8,16,13,3.2,13.5714,6.27755,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::ui::ActivityContextManager ,24,0,3,3,336,49,14,347,90,14.4583,-11,33,-0.458333,90.7143,45.8644,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveSearchView ,11,0,0,2,55,33,5,55,32,5,0,3,0,48.8571,6.88312,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::search::GetQueryDialog ,3,0,1,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::CompositeSelector ,2,1,1,1,1,1,0.5,1,1,0.5,0,0,0,7.42857,0.571429,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::ImageCache ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,24.7143,4.85714,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::wizard::TracRepositorySettingsPage ,41,0,0,3,532,90,12.9756,439,91,10.7073,93,49,2.26829,140.857,34.3161,1,0,1,0,1, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventSummary ,7,0,1,2,13,5,1.85714,13,4,1.85714,0,4,0,109.857,72.0769,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::SingleSelectionAttributeEditor ,19,0,0,4,120,47,6.31579,69,25,3.63158,51,23,2.68421,61.2857,35.3595,1,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::ListBlock ,3,0,0,2,33,28,11,27,22,9,6,6,2,32.7143,3.4026,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::FocusedTeamExtensionPointReader ,12,0,1,2,48,12,4,49,14,4.08333,-1,5,-0.0833333,92.4286,38.1756,1,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::PollingSslProtocolSocketFactory ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,45.8571,21.6286,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::NewBugzillaTaskWizard ,39,0,0,3,319,106,8.17949,338,101,8.66667,-19,22,-0.487179,129.857,84.9664,1,0,0,0,1, 
org::eclipse::mylyn::internal::bugzilla::core::history::BugzillaTaskHistoryParser ,14,0,0,3,289,223,20.6429,277,223,19.7857,12,223,0.857143,109,16.8957,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteWorklog ,4,0,0,2,14,6,3.5,21,17,5.25,-7,4,-1.75,77.7143,40.8265,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::PersonProposalLabelProvider ,9,0,0,2,44,33,4.88889,40,33,4.44444,4,33,0.444444,96.5714,9.33117,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskSearchPage ,69,2,2,3,776,141,11.2464,397,84,5.75362,379,115,5.49275,133.571,51.8678,1,0,0,0,0, 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPage ,5,0,0,2,12,6,2.4,5,2,1,7,4,1.4,81.8571,41.7381,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::preferences::UsageDataPreferencePage ,15,0,0,2,303,248,20.2,303,248,20.2,0,248,0,103.571,3.96558,0,0,0,0,0, 
org::eclipse::mylyn::examples::monitor::study::FeedbackWizard ,18,0,4,2,54,10,3,51,10,2.83333,3,4,0.166667,109.857,36.1534,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::JiraStatus ,5,0,0,2,15,7,3,2,1,0.4,13,7,2.6,49.8571,12.0952,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::Stylesheet ,2,1,1,1,7,7,3.5,2,2,1,5,5,2.5,7.42857,0.571429,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TextBoxBlock ,4,0,0,2,43,20,10.75,40,18,10,3,2,0.75,32.7143,2.75083,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchPage ,130,1,3,3,3750,444,28.8462,3010,377,23.1538,740,332,5.69231,164,63.7676,2,1,0,0,0, 
org::eclipse::mylyn::internal::context::ui::actions::OpenPrefsAction ,4,0,0,1,6,4,1.5,6,4,1.5,0,3,0,139.714,91.5714,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeEditorAction ,31,0,0,3,200,95,6.45161,203,95,6.54839,-3,95,-0.0967742,103.143,23.7707,1,1,0,0,0, 
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitLaunchConfiguration ,9,0,0,2,23,7,2.55556,18,6,2,5,5,0.555556,92.5714,33.8385,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::exampleUses::SimpleSwingExample ,14,2,2,2,1033,476,73.7857,877,466,62.6429,156,85,11.1429,184.857,58.9138,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::planner::InProgressTaskCollector ,5,0,0,2,17,6,3.4,12,6,2.4,5,4,1,46,9.45378,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::TaskRepositoryParameterValues ,9,0,0,2,14,4,1.55556,12,3,1.33333,2,3,0.222222,120.571,64.8775,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::search::JUnitReferencesProvider ,6,0,0,2,12,4,2,11,4,1.83333,1,3,0.166667,92.4286,48.3095,0,0,0,0,0, 
